Date,Open,High,Low,Close,Adj Close,Volume
2015-08-01,2.831620,3.536610,0.629191,1.358240,1.358240,40375231
2015-09-01,1.353480,1.392740,0.557062,0.738644,0.738644,19920655
2015-10-01,0.734307,1.345050,0.420897,0.916627,0.916627,19815600
2015-11-01,0.920847,1.106420,0.725665,0.873119,0.873119,25989045
2015-12-01,0.878316,1.045370,0.770488,0.933542,0.933542,14436832
2016-01-01,0.933712,2.836990,0.929835,2.306040,2.306040,99427369
2016-02-01,2.319690,6.647410,2.116310,6.336990,6.336990,350388940
2016-03-01,6.319310,15.257100,6.308850,11.403500,11.403500,911491280
2016-04-01,11.400600,11.850400,7.058980,8.813980,8.813980,503439580
2016-05-01,8.775080,15.048200,8.432360,14.077300,14.077300,866285490
2016-06-01,14.109800,21.522699,9.963640,12.461500,12.461500,1179208426
2016-07-01,12.438100,14.898900,9.576260,11.875900,11.875900,851472184
2016-08-01,11.894800,12.457800,8.200980,11.672400,11.672400,507070296
2016-09-01,11.670500,14.434100,11.252400,13.224800,13.224800,347623070
2016-10-01,13.203200,13.531000,9.563270,10.998200,10.998200,311770270
2016-11-01,10.957800,11.245400,7.875730,8.587540,8.587540,263548890
2016-12-01,8.601620,8.861330,5.978870,7.969100,7.969100,388060700
2017-01-01,7.982310,11.890900,7.982310,10.727500,10.727500,521748480
2017-02-01,10.741300,16.059401,10.551900,15.817200,15.817200,467166760
2017-03-01,15.847200,55.114700,15.558900,50.037300,50.037300,4324810304
2017-04-01,50.033699,79.021202,40.901100,79.021202,79.021202,3154319672
2017-05-01,79.321602,236.964996,73.086601,230.669006,230.669006,14679954720
2017-06-01,230.886002,414.756012,214.479996,294.915985,294.915985,34410801184
2017-07-01,293.352997,295.509003,133.723007,203.871002,203.871002,31034420096
2017-08-01,204.688004,388.747986,204.688004,383.041992,383.041992,33197513792
2017-09-01,383.467010,390.044006,195.035004,301.464996,301.464996,24310299968
2017-10-01,301.546997,349.345001,277.575012,305.878998,305.878998,13427328896
2017-11-01,305.761993,522.307007,281.171997,447.114014,447.114014,31904819744
2017-12-01,445.209015,881.943970,414.411011,756.732971,756.732971,79862276544
2018-01-01,755.757019,1432.880005,742.004028,1118.310059,1118.310059,163610220288
2018-02-01,1119.369995,1161.349976,574.419006,855.198975,855.198975,83393441152
2018-03-01,856.012024,880.302002,368.632996,396.457001,396.457001,53716179584
2018-04-01,397.253998,708.875000,363.804993,669.924011,669.924011,60669918656
2018-05-01,670.463013,835.057007,512.552002,577.645020,577.645020,81752720256
2018-06-01,578.671997,624.513000,407.946991,455.179993,455.179993,55077550208
2018-07-01,455.242004,513.432983,422.809998,433.867004,433.867004,52395320112
2018-08-01,433.868988,435.457001,254.649994,283.003998,283.003998,49073240000
2018-09-01,283.496002,301.144012,170.257004,232.848007,232.848007,55203910000
2018-10-01,233.220001,234.145004,188.707001,197.380997,197.380997,44459810000
2018-11-01,197.537003,221.651993,101.769997,113.171425,113.171425,59375107545
2018-12-01,113.397758,157.668701,82.829887,133.368271,133.368271,72329895625
2019-01-01,133.418152,160.824890,103.336464,107.061012,107.061012,85054975124
2019-02-01,107.147682,165.549622,102.934563,136.746246,136.746246,101430995432
2019-03-01,136.836243,149.613235,125.402702,141.514099,141.514099,138882123586
2019-04-01,141.465485,184.377853,140.737564,162.166031,162.166031,204556824014
2019-05-01,162.186554,287.201630,159.660217,268.113556,268.113556,314349041866
2019-06-01,268.433350,361.398682,229.257431,290.695984,290.695984,270589672692
2019-07-01,290.268494,318.223114,193.990417,218.654144,218.654144,249663340199
2019-08-01,218.554596,239.115906,167.071411,172.469788,172.469788,203391541643
2019-09-01,172.458405,222.871689,157.130325,179.872208,179.872208,275968281867
2019-10-01,180.209122,195.942505,157.463425,183.966919,183.966919,251679512743
2019-11-01,183.803696,193.547241,133.802338,152.539688,152.539688,252844958881
2019-12-01,152.491928,153.155396,119.780060,129.610855,129.610855,247117483809
2020-01-01,129.630661,170.425674,126.490021,164.391006,164.391006,157783514067
2020-01-17,164.538406,172.136856,162.823761,169.664658,169.664658,14388461568
