Date,Open,High,Low,Close,Adj Close,Volume
2015-08-03,2.831620,3.536610,0.629191,0.701897,0.701897,1370687
2015-08-10,0.713989,2.261880,0.636546,1.566030,1.566030,18829863
2015-08-17,1.581190,1.581190,1.087050,1.352590,1.352590,12317090
2015-08-24,1.345590,1.367990,1.061830,1.319270,1.319270,6410411
2015-08-31,1.321380,1.396150,1.201010,1.295830,1.295830,5227614
2015-09-07,1.295900,1.305480,0.902832,0.936003,0.936003,5305604
2015-09-14,0.940566,1.045540,0.831132,0.938445,0.938445,4337932
2015-09-21,0.941496,0.957326,0.709328,0.720839,0.720839,3641877
2015-09-28,0.723715,0.746722,0.557062,0.668379,0.668379,3937033
2015-10-05,0.666784,0.692296,0.591971,0.634963,0.634963,1655633
2015-10-12,0.634515,0.657789,0.483974,0.517734,0.517734,2452738
2015-10-19,0.517621,0.688192,0.420897,0.616039,0.616039,3934132
2015-10-26,0.619743,1.345050,0.597098,1.055670,1.055670,11279785
2015-11-02,1.057970,1.099790,0.725665,1.027470,1.027470,10118383
2015-11-09,1.032530,1.106420,0.729775,0.906368,0.906368,6312640
2015-11-16,0.906166,1.032950,0.891971,0.968018,0.968018,4333501
2015-11-23,0.967493,0.969057,0.804360,0.878614,0.878614,3851169
2015-11-30,0.879951,0.895054,0.785086,0.835500,0.835500,3401201
2015-12-07,0.836322,1.045370,0.770488,0.952884,0.952884,4411088
2015-12-14,0.956620,1.028840,0.888916,0.903885,0.903885,3220072
2015-12-21,0.906065,0.917390,0.838314,0.856365,0.856365,2469962
2015-12-28,0.856356,0.991362,0.832932,0.971905,0.971905,2588146
2016-01-04,0.972045,1.001030,0.929835,0.999231,0.999231,2685100
2016-01-11,0.999216,1.328830,0.999216,1.327470,1.327470,13212881
2016-01-18,1.332310,2.298420,1.305010,2.141200,2.141200,29881840
2016-01-25,2.147640,2.836990,1.994770,2.306040,2.306040,52778350
2016-02-01,2.319690,3.058190,2.116310,2.964340,2.964340,26550440
2016-02-08,2.973000,6.582750,2.875370,5.239730,5.239730,141534390
2016-02-15,5.330530,5.886990,3.420880,4.653620,4.653620,85039260
2016-02-22,4.664950,6.647410,4.635250,6.468350,6.468350,89616830
2016-02-29,6.455650,12.274000,6.054290,11.382900,11.382900,231262920
2016-03-07,11.428800,15.257100,8.815770,14.475000,14.475000,227876500
2016-03-14,14.512200,15.013000,8.524520,10.319800,10.319800,251119300
2016-03-21,10.303700,12.501600,10.112100,10.419200,10.419200,133690180
2016-03-28,10.431400,12.178500,10.407500,11.618300,11.618300,100826670
2016-04-04,11.615800,11.615800,7.455640,8.936340,8.936340,134086770
2016-04-11,8.942780,9.702000,7.069220,9.309100,9.309100,130009260
2016-04-18,9.332730,9.506660,7.668480,8.001350,8.001350,101634200
2016-04-25,8.007770,9.366500,7.058980,8.846500,8.846500,128786880
2016-05-02,8.894240,10.321500,8.850720,9.482930,9.482930,145749800
2016-05-09,9.494040,11.052800,9.203700,9.962350,9.962350,121115590
2016-05-16,9.968700,15.048200,9.968700,14.286100,14.286100,278557400
2016-05-23,14.279800,14.492400,10.373400,12.350400,12.350400,246981700
2016-05-30,12.325300,14.315500,12.265800,13.975000,13.975000,139978000
2016-06-06,14.000700,15.900000,13.720300,15.743700,15.743700,117040330
2016-06-13,15.772300,21.522699,9.963640,12.234200,12.234200,563488600
2016-06-20,12.236900,15.785600,10.524700,13.850200,13.850200,318653296
2016-06-27,13.808200,14.121100,11.589100,11.720200,11.720200,134027670
2016-07-04,11.696100,11.880200,9.576260,10.947600,10.947600,134788740
2016-07-11,10.941100,12.431300,10.260200,11.158700,11.158700,109769460
2016-07-18,11.173000,14.898900,10.948300,12.749500,12.749500,307544904
2016-07-25,12.743400,13.857000,11.547200,11.875900,11.875900,262556810
2016-08-01,11.894800,12.013700,8.200980,10.911600,10.911600,253685096
2016-08-08,10.913500,12.457800,10.859000,11.194800,11.194800,127124350
2016-08-15,11.201700,11.310800,10.727900,11.179200,11.179200,47511960
2016-08-22,11.185100,11.445400,10.898000,10.929300,10.929300,52323390
2016-08-29,10.915100,12.581500,10.789800,11.679900,11.679900,80424650
2016-09-05,11.680500,12.215100,11.252400,11.638400,11.638400,51841160
2016-09-12,11.643000,12.987300,11.613600,12.431200,12.431200,79487700
2016-09-19,12.436000,14.434100,12.417500,13.100900,13.100900,126070450
2016-09-26,13.169600,13.483800,12.740200,13.199700,13.199700,46635430
2016-10-03,13.203000,13.531000,11.979500,12.053700,12.053700,65485500
2016-10-10,12.060700,12.160900,11.624000,11.951600,11.951600,53839360
2016-10-17,11.955600,12.927800,11.861300,12.036000,12.036000,62371000
2016-10-24,12.037200,12.100700,9.563270,11.182800,11.182800,106269690
2016-10-31,11.229600,11.498500,10.304100,10.873500,10.873500,84364920
2016-11-07,10.903700,10.956700,9.697310,10.101500,10.101500,55447780
2016-11-14,10.098200,10.326600,9.476160,9.579280,9.579280,47825110
2016-11-21,9.580160,10.238800,8.775500,8.998470,8.998470,55631090
2016-11-28,8.998440,9.011680,7.417800,7.443680,7.443680,78698920
2016-12-05,7.410590,8.861330,5.978870,8.193620,8.193620,132858170
2016-12-12,8.192360,8.606330,7.520570,7.865320,7.865320,53698760
2016-12-19,7.869430,7.943600,7.138860,7.175080,7.175080,73889520
2016-12-26,7.132100,8.527410,7.047510,8.172570,8.172570,97320920
2017-01-02,8.170870,11.890900,8.054410,10.289800,10.289800,200115400
2017-01-09,10.313800,10.783800,9.175580,9.904260,9.904260,153865600
2017-01-16,9.883530,10.977800,9.544620,10.703200,10.703200,84074070
2017-01-23,10.709900,10.844700,10.429300,10.484000,10.484000,49270830
2017-01-30,10.493800,11.501500,10.466500,11.353000,11.353000,75695840
